training;age;emergency_braking;braking_distance;power;miles;risk;group_name;group
0;33.427593603669294;0;35.03532285334516;76.42652046680207;58.66160170607733;-0.5636138302312027;low;2
0;50.20760187011558;1;44.67714036108399;140.31326840028044;48.1404380871883;3.3038631446453453;high;0
0;45.475764437343905;0;41.255491211794876;123.97702636779476;78.14264868565722;3.2352229947605586;high;0
0;90.81617133841263;1;43.44494338990371;233.74629286485563;121.34602481814767;12.931851767591171;high;0
1;32.76986214504936;0;42.88292096295457;85.41149866561034;56.27631766622323;-2.0454344593558256;low;2
0;41.60164479676835;0;42.19771057040986;85.740060664941;58.0953952874496;1.1423153823636523;medium;1
0;35.96261679161646;1;43.94854828595539;115.55153230813605;71.86058657091931;0.7382060834751087;low;2
0;52.2515403498358;1;40.40250306029828;155.3641902527647;31.01667067650659;3.495629920317258;high;0
0;58.77530278173938;1;32.32894078957972;76.53184118270079;50.95899936320731;1.8956265226621587;medium;1
0;51.23384999938477;0;46.13291850645887;141.9159928390826;62.51968381991463;4.933576406574129;high;0
0;63.71136860356;1;36.54154900408446;162.6240322639299;97.00145346211504;4.375144876986324;high;0
1;28.063535960739955;0;44.4386156487772;150.65987805814027;156.39435397639105;2.0237507866560973;medium;1
0;17.670632831285427;1;42.65586782112577;118.91508535849472;117.08179067768707;5.195039841314365;high;0
0;27.760834249742437;0;41.87758595552347;97.26585869033383;58.28750852372508;1.843626604233082;medium;1
0;65.22686573807975;0;40.82584360615186;117.48630714528043;58.18337072606403;5.280064646276871;high;0
1;38.84980679134191;0;41.38821760049519;115.93689383545646;89.72885102092286;-0.9079642385131278;low;2
0;65.6409022128046;1;41.02104960241541;64.64448729629639;60.61361257938622;4.974634740014554;high;0
0;46.38059043281126;0;40.1572785075322;143.30287606647528;85.10384652164798;3.455091183720443;high;0
1;23.101084295335898;0;39.467623736870735;117.80232696031479;59.74308323939658;-1.1717761911196034;low;2
0;55.41207976133237;1;41.47196608961735;156.7799621359113;33.03224352690671;3.554026685900106;high;0
0;33.2908035350963;0;42.93585057465435;163.4737059469673;112.83554820676181;4.784068366647551;high;0
1;44.672163651384224;0;37.99870575946892;126.04676080796926;90.75527769835662;-0.9517705147581415;low;2
0;23.419934201655494;0;41.19689497392249;110.02711737601095;74.64762961031329;2.05594353061635;medium;1
0;25.096155539618362;1;33.646748691180065;168.41476564296045;56.25820874850403;0.6027056175954731;low;2
1;32.57170846954935;1;36.139297239424714;140.53666271885052;64.17477252344258;-3.529705612846844;low;2
0;31.298696904748567;1;31.794534655918856;157.8153213656979;87.03751777565216;0.10571775144580933;low;2
0;43.75450324100502;0;38.75648089275281;111.36429616804591;93.63218264976602;1.8308581396656902;medium;1
0;24.212898992158145;1;41.82718945921959;90.64243523322008;97.13277370374702;1.8198927410558057;medium;1
0;31.736671271287797;0;43.34665775813918;160.43706303817714;92.68502921034568;3.163802657509797;high;0
0;20.08348689219955;1;33.59634152435625;167.25123406094525;75.01447713617873;2.5827839576142972;medium;1
0;58.02666372084513;0;43.90533445335251;155.22052774056021;82.16202370640157;6.12396493471685;high;0
0;19.5795497556409;0;35.12745634787787;135.31296850197202;61.643184940989315;1.8838642427782106;medium;1
0;43.87641450629716;1;38.07107297611939;180.33712010298;69.25471457361662;2.270846927015288;medium;1
0;20.99063794884536;0;37.62501292302226;138.1728110206639;90.27058958509721;4.026999049409368;high;0
0;34.61948426264349;1;47.492003447716044;140.65910454621488;123.06777481372372;3.1866946317468594;high;0
1;18.453761966106303;0;40.839122385822165;109.19439380963914;51.470063173031946;-0.6539921592788837;low;2
0;22.946079533380306;1;49.971799897766346;124.12204183228756;69.71592618834883;4.293578332423873;high;0
0;18.872996863051846;1;44.70822437913844;137.04110708735266;42.40701642780443;3.0457433454922698;high;0
0;19.620508589418456;1;38.81543226806782;264.58576128064135;75.76286203644199;5.232251286429813;high;0
0;32.38998186119525;1;41.94159394174353;114.97912644213403;73.12075162755839;0.4744645452504692;low;2
0;27.84362034325773;1;46.482623657638406;113.1257153323684;74.62387197277823;1.9718298281836022;medium;1
0;40.800362686344094;0;35.92481770334357;149.726908061723;94.52540607916404;2.735050900945431;medium;1
0;31.874747551645395;0;37.7483049660635;115.85439830754129;69.96061902917842;0.4899230449028539;low;2
0;16.79849604505776;0;39.8743132019391;129.24753797501026;94.59690641079285;4.62617028458617;high;0
0;18.027272627001118;0;38.527347771657006;156.82471377716848;61.72404576431191;3.170713751759051;high;0
0;45.85577824049257;1;38.81375399915295;105.3462350490661;51.10471998336323;0.7068117409145487;low;2
0;43.293977923812015;0;48.13118507551775;102.20796718790818;71.59525842713128;3.3257032654573693;high;0
1;34.783142068363624;1;40.77407592309197;114.84272709913476;70.3431079888486;-3.446918198793931;low;2
0;22.25562969011342;0;38.5522412247266;61.91707264886281;63.75152391045021;2.9699507604004296;medium;1
0;52.856300468791105;1;38.20518040728264;150.34025586128564;102.72089719722882;3.457771299396449;high;0
0;38.71802853583454;1;33.65288198039336;150.8214744150558;65.41807371232319;-0.2901211214918094;low;2
0;17.765542730441485;1;43.878529171763866;153.181283106601;114.48004672054483;4.721775513761368;high;0
0;33.647153351109225;1;37.082197585183884;121.52443499487325;112.74616799260903;1.150818793426804;medium;1
0;39.627154885695376;1;56.95179783088801;148.25410511536634;84.37812230813925;4.857052039949008;high;0
0;25.146058015057633;0;42.23426181592855;109.33070576415028;37.89480533311016;2.649477884403043;medium;1
0;49.28926758895508;1;37.30045046019455;151.2886317154527;44.77613083788034;2.154634254676645;medium;1
0;24.71963918042243;0;34.29216739062817;143.85595453899245;66.29251141606592;1.8346452399439417;medium;1
0;23.999090286156026;0;37.82088031013956;185.79511093818053;79.58836505239276;3.9158146121136173;high;0
0;28.927425869122057;0;41.951623345154104;113.10184271969668;111.91873023110753;3.301851974151009;high;0
0;21.889673023155414;1;37.25590529634149;214.48045040020074;73.54909806762204;3.4643480142146643;high;0
1;35.24966828607562;1;43.04286924442884;87.50325471109991;93.25475367334572;-2.042346521317527;low;2
0;31.22517063362942;0;43.32393527641291;125.18765857661927;95.1259799444733;2.6778644906580564;medium;1
0;38.054288662615335;0;42.708199456381955;129.40927006065232;48.528494550744114;1.756079865636173;medium;1
0;27.428798177280132;1;42.48009531284586;224.54838142986264;130.4327978199493;4.918205062036867;high;0
0;37.330874716355396;0;40.10934526719527;128.48171373067393;105.63126393104397;1.704231193906282;medium;1
0;29.37293377935132;0;36.92220785481384;116.37958764584744;53.81996714104329;0.6746484995626071;low;2
1;23.10005566266089;0;34.17383293673637;174.77726265885875;84.20060886563677;-0.686308692456309;low;2
1;58.46779095912153;1;32.38112780786456;116.45051538819084;140.99406310336906;0.8400346441496123;low;2
1;27.77982352373587;1;37.89979230027437;209.97929846475273;57.20025073671164;-0.9788443345665256;low;2
0;44.45763154551892;1;43.21737022626621;114.19891151777686;46.18323486428795;1.2133870719307793;medium;1
1;52.56625165301992;1;39.98828806782028;111.52455256944002;82.7804062711765;-1.1681771320383627;low;2
0;40.30880599459782;0;35.10249411719894;147.4921716590597;84.17445581374419;1.9831724668749964;medium;1
0;42.581913400345954;0;44.33531987555744;112.37214349387338;39.90801901601442;2.139933502263312;medium;1
