training;age;emergency_braking;braking_distance;power;miles;risk;group_name;group
0;53.95661970954555;0;37.54291613198131;149.26805323183612;66.58814291068366;2.1572789661525595;medium;1
0;31.28762687210927;1;35.18226592362428;215.8424211095548;19.16869303234971;1.469009809036823;medium;1
0;46.69802586193824;1;44.65977985022626;90.32469008441225;36.32436687120237;1.0052685943803452;medium;1
0;38.76988094559865;1;41.142281881737404;128.8658763421056;75.75639283548466;0.740205141793089;low;2
1;30.545954126303652;1;42.65416693624645;115.49559659520514;33.10897587765746;-0.8342415663721808;low;2
0;55.50323604026213;0;32.0497344623599;197.04877816116198;79.90264674340973;2.1495644110597243;medium;1
0;60.6252956099615;0;33.488104730837264;93.75679137922604;67.00396424789018;0.646793531933893;low;2
0;30.475251831771033;1;44.336176228462534;108.35589426183819;41.260676715588566;0.6629406891514881;low;2
0;56.802217247196566;1;42.64554993139069;160.1734981213433;96.4185594934911;3.1488029318720265;high;0
0;48.15332057301582;1;38.27253015965924;79.44871889729868;48.84785150795322;-0.17135730912217442;low;2
0;46.210969398707434;1;29.194039541773375;192.3761406809436;51.19147066835562;-0.4800883464338783;low;2
0;20.161239532970193;1;42.82900434526094;110.95945461458946;74.95919005474478;1.269066867478966;medium;1
0;57.20312327664814;1;39.57111965289457;105.69681774060584;14.351699962692624;1.5537086227533745;medium;1
0;39.99789613816411;1;29.170681606850433;157.58982067031732;62.83324174253896;-1.3539746485239794;low;2
0;24.9937598206618;1;39.184333621214364;140.04818288809784;63.62374281048379;0.9152677114230415;low;2
0;60.67816934578327;1;41.696131254687074;146.01073450279338;130.30320174821287;3.633290350371153;high;0
1;19.319241227480155;1;39.19036200927527;133.201880121192;32.84118805295748;-0.567954199828371;low;2
1;20.14800211244562;1;42.67234534039145;128.71793465811436;70.73671564193958;0.2767359703045745;low;2
0;35.36413272684303;1;41.91110773567102;208.22703136147283;26.37296601270672;2.224498941590138;medium;1
0;29.780530742478575;1;38.025219554123886;94.32975015570513;87.92844220751222;0.5101237100276738;low;2
0;33.05610083867968;1;42.48199360774617;146.2509236329873;58.70534210052918;0.5123709967744765;low;2
0;75.21368388537557;0;41.903782108292134;85.97306543684849;41.59511061026506;3.568903947351571;high;0
1;26.580026195776988;1;38.56874141502671;126.48228171424121;74.05801336170354;-0.9377290205971553;low;2
0;23.66619019856415;1;37.92343707991566;71.12299771642765;71.43905350443353;0.1904195436854583;low;2
1;28.704436337590376;0;45.49793148768809;108.39778502463848;83.03267773983374;0.8721713937490233;low;2
0;57.27334330368808;0;41.55964595007478;155.04347877771826;58.72876300598721;3.2211195918949374;high;0
0;32.26375706099795;0;39.748938558939514;147.3920065304427;144.08925500230825;3.138607354666512;high;0
0;33.519176173446986;1;37.15050400193305;110.31177640514055;55.50119028664385;-1.2226700654405183;low;2
0;41.457868972386024;1;41.358120488878434;139.99988426685334;116.5751680970303;2.2738003134818863;medium;1
0;34.37790772713642;1;36.416122505501576;86.37243775513481;32.564931926163496;-1.108612066558025;low;2
0;45.04708508804189;0;37.52204702187822;149.74083123606542;58.717288226837354;1.497543644660194;medium;1
1;31.705551619676935;1;38.46022314565747;133.65578670748826;55.88543169817546;-1.5783582630754802;low;2
1;52.645474912170556;0;43.051164082098865;102.89889931664413;72.79690545627923;0.895444570815514;low;2
0;25.950603441857506;1;36.13378041281941;186.5879525057556;50.73875705016389;0.26707105444233503;low;2
0;30.131750274726;1;39.11601316744013;181.0571648988524;70.45356424348104;1.3440694497157886;medium;1
0;67.06106565395231;1;39.35204438589042;115.22745522059094;76.53424243205433;1.3021428285459258;medium;1
0;28.360595710915156;1;45.21025361445381;134.38206044950877;34.90614339955077;1.6627913615888354;medium;1
0;48.33917903808798;1;36.98819765860896;146.5770014229591;104.6180513721312;1.6241687875676956;medium;1
0;56.19965177289939;1;31.85472030530472;135.95046848989398;68.76715803827415;-0.0001332346742908277;low;2
0;20.224622316194818;1;44.888643172165885;106.95463187825789;72.94152150874332;1.7965939037691963;medium;1
0;27.87771176323135;1;40.99935626845274;151.45180710746595;51.30475724025342;0.8607216913584494;low;2
1;33.94250367448826;1;46.338388614556635;165.28447688329845;86.05392619406145;1.1549149011408446;medium;1
0;26.10859027829394;1;42.78737762699227;81.97527172433506;66.29874313280091;1.0537211230210128;medium;1
0;28.005763760578;1;40.71857588831285;160.004491721517;54.08301566908065;0.8009583362276219;low;2
1;28.460239235341543;1;37.28052069443357;157.8077530641307;67.5413787603721;-0.9374480346112998;low;2
1;31.331833964046545;0;37.62162868931069;121.92780299470868;89.95044305310786;0.010531068075229008;low;2
1;40.994793408888974;1;40.324751642328984;131.4157403246704;68.36624890152731;-0.9868302699367142;low;2
0;41.14105544867077;1;28.11691473901178;120.0058159311951;57.444742970362654;-2.4540343164677068;low;2
1;36.91969810375623;1;44.79713634273258;98.1848757882498;48.599481115122074;-1.451046260000843;low;2
0;54.86308523932546;1;36.81731794253942;101.41816168007107;51.95189864300416;-0.3214551706610521;low;2
0;27.974434267949196;1;48.082348993341085;152.0723697157793;58.99054424362864;2.2142720273441285;medium;1
0;23.70997490037064;1;41.8880206892152;102.74787219810545;41.60690283694018;-0.06184328352113366;low;2
0;24.307466310061457;1;30.97774418696394;109.82206934890083;28.305720974938254;-1.2537040508905846;low;2
0;49.99879200310368;1;56.25505861052018;91.47827298426412;39.247581777244825;3.7171135552359704;high;0
1;21.42833208182391;1;32.332986134824566;68.24904134383223;81.61413366418353;-1.5829110688804062;low;2
0;22.712218825232995;1;32.76159628214257;154.86350081398257;124.58610593345372;1.7178337757044093;medium;1
0;65.7194387017475;1;47.82039487753558;155.37728545600834;60.39289891060002;3.7252490350540652;high;0
0;25.773218038310794;1;39.85092225107089;161.26348210293804;52.51475039073746;0.6653130827145406;low;2
0;30.46869081243923;1;46.46183015601478;139.58853867406333;39.95397642233684;1.6540772282889078;medium;1
0;28.173640858526383;1;44.56875147643642;154.22780323541275;28.401690976130038;2.078411841597406;medium;1
0;42.004829489413524;1;35.01199838528981;236.09027950879087;96.54464506815599;2.5673009883897078;medium;1
0;47.51380838723099;1;45.58929363469584;163.52360556376334;77.72048052319461;2.741633868125646;medium;1
0;24.400653209301137;1;37.52025238567306;96.69410359582056;113.96385119844427;0.8734095302318216;low;2
0;60.958396268482204;1;37.041402076042836;67.98449267136229;43.85368505367239;0.9674190337308729;low;2
1;29.613874920566055;1;39.53025834106458;127.27263826022352;82.66697833860458;-0.6303994208713509;low;2
0;22.75637511025925;1;47.68242380928496;98.07311868098262;53.5890075286053;1.4456181299066406;medium;1
0;35.53939919785164;1;33.684534901729606;81.55930562082375;76.13073006392403;-1.2780485417936909;low;2
0;59.95273606811136;1;34.93129180262981;123.05273623457097;91.0381027376504;1.3868247623969303;medium;1
1;38.99325324051014;0;46.17209361725759;170.28401135313322;107.30777231847804;3.1860914876900823;high;0
0;65.7462511808034;0;43.56643402918976;184.32978657221014;61.585493998187594;4.799830868157677;high;0
0;30.389097234045323;1;35.57294372220263;123.92333099795249;55.99021017577684;-0.8260102732869647;low;2
1;34.918265247575796;1;39.40175846558655;107.36812095354728;46.606358449648276;-2.519766808753635;low;2
0;34.83096740665808;1;41.96993541657265;119.7301797458031;30.304738566703538;0.08430627039110841;low;2
0;45.58162611642203;1;39.54635795150904;136.81904218215342;55.857738243727105;-0.04297570798278039;low;2
1;68.67399111892307;1;42.06169621306017;117.96104014051396;75.456148691922;1.1132516310312168;medium;1
0;36.1633641545633;1;45.6524042554883;146.9786467188435;53.56277970195506;1.1905248962755919;medium;1
0;26.606383182559206;1;40.36482909379914;135.76661447939574;87.72418194730395;1.409435821961027;medium;1
0;43.105599023675666;1;34.1884703483118;174.20763338065194;56.70425851452482;0.2325461930051012;low;2
0;43.33315077917837;1;42.3993909814519;144.8247260639692;90.31063652092162;1.9014792765994863;medium;1
0;46.34150414861402;1;44.97647179194033;144.84987892142436;45.11990830895785;1.2910755130302989;medium;1
0;28.58841812274508;1;41.306222114253394;140.08950740490755;71.03583625668492;1.1520833046660681;medium;1
1;41.163098153146805;1;47.46482347145371;202.13592512857696;37.74105234942198;1.715663105740129;medium;1
0;44.716914656880526;1;45.06524739273914;107.55844749414042;41.00153624657594;1.1242301504623409;medium;1
0;53.67770211243398;1;43.12572659900371;198.34250690256704;80.97469785622715;3.3580766035919454;high;0
1;57.92976005385766;1;42.81793784024327;97.78959648722726;56.846660944338744;-0.12840160068144377;low;2
0;25.887045834862263;0;43.26417579347398;180.11009672063497;56.85420614857218;3.4542392466622602;high;0
0;50.79374337631484;0;36.17586429955645;49.38173175478925;42.469179247132224;1.5587665542461073;medium;1
0;21.03364595199742;1;39.992051484417836;111.50105007353534;61.86132830240131;0.10882437118451752;low;2
0;69.56676859590708;0;43.29349109565163;79.97656300861763;62.09315638599984;3.4800609113988847;high;0
0;36.051669635176616;0;43.3787149173975;102.33480987140307;92.02905425063796;1.8614649617987669;medium;1
0;41.30658935023962;0;40.99927104478698;154.66586872950842;33.02022074168685;2.1560952054521074;medium;1
0;28.056326011274326;1;41.56593934747056;181.42575403872473;43.66503311449969;1.3666354039037296;medium;1
0;81.3328988803034;1;45.1845583610687;160.23915072811698;76.04516140574849;4.701932906004835;high;0
0;40.756575474152996;1;49.44444208872502;126.95896091702757;34.425894658926396;2.0885477489814406;medium;1
0;40.883561552183465;1;38.36371466796755;127.10936188615284;73.53672040564976;-0.04236695699922588;low;2
0;63.55374203741321;1;32.39744001981026;194.030382817538;54.17145886459883;1.3817925489244278;medium;1
1;61.72458150807818;1;39.30092402933192;128.59143607733265;97.73069716627305;1.0056136097208381;medium;1
0;27.947412830332876;0;41.45841046048253;139.48071044444424;121.31464283041922;3.3344650884981775;high;0
0;38.177713505038554;1;33.80932278919876;177.7860672976799;55.72033885892829;-0.08445233054242038;low;2
1;28.28710558509274;1;45.62252525537678;147.04460267334062;90.13586667385584;0.9762810772443865;low;2
0;46.599704597070854;1;41.59621563373014;156.73498633598317;109.61558758842011;2.8713389249499803;medium;1
0;32.800815338377085;1;41.07472226803573;143.13514708287892;91.45404094325153;1.3109870238643628;medium;1
0;45.13600616090814;0;43.49617227296205;111.19234885649563;60.38730954341578;1.8507382008352076;medium;1
0;32.17421671261025;1;43.86532113678275;200.4610353357555;80.08608519543603;2.5338433240369707;medium;1
0;51.84590046752859;1;42.435598833378876;141.93869942091396;50.66795313767172;1.3215677391695528;medium;1
0;52.74532422834447;1;34.9200764244869;151.9360131603582;58.5133279204443;0.5947013093570126;low;2
0;28.29827741050381;0;38.56305998365557;194.75200327137827;73.55709914832931;2.7594565386542333;medium;1
0;26.308954630183514;0;41.111312444063046;198.38080432914566;76.65441355836688;3.3496802029237536;high;0
0;22.116285984725916;1;39.876037975701536;147.71740106520787;39.36948454360865;0.9257356714593645;low;2
0;49.68225275410415;1;38.33295720337613;160.86151802931397;95.84662392986245;1.738418411133408;medium;1
0;25.87582856542072;1;38.560991818974564;81.66814688772168;49.247263767685;-0.19027976161728627;low;2
0;30.90532368677769;1;37.04587088659514;94.23908291246175;53.430725244398204;-1.0901633887879283;low;2
0;28.221981171671736;1;42.02494839285841;164.58301373462746;81.90018372055204;1.7467418770984615;medium;1
1;36.44091504109339;1;40.37368964155302;153.03905683480085;67.5833477448621;-0.8561488155948638;low;2
1;31.92306897375643;1;32.70353705744736;106.63412446047806;45.08202109275515;-3.351325309870336;low;2
