training;age;emergency_braking;braking_distance;power;miles;risk;group_name;group
0;39.93870471331094;1;39.728032270619494;193.9752903155516;78.81096981753723;2.106377348923332;medium;1
0;27.751246526931332;1;45.656529324302035;130.99764350205194;69.0690826767162;1.3502468479883556;medium;1
0;38.3751769696416;1;30.874830174481687;169.48759291880444;44.086632749565894;-1.1339261701687038;low;2
0;30.9262017599528;1;41.42140578859634;144.76698941642456;35.742690994033545;1.062526854510171;medium;1
0;34.47462241169218;1;45.45913095339295;156.266435225593;84.47143897527953;2.187664222295976;medium;1
0;20.80574165640706;1;46.063060541399636;106.1180409225293;40.238942443289325;1.5909156879573796;medium;1
0;38.807876819887944;1;31.873156821156606;116.25926933710625;84.23461256035584;-1.0892999858085248;low;2
1;39.20817346132018;1;29.064182502581197;137.7363988235085;105.14797376630925;-1.9941568547621351;low;2
1;30.781408285111787;1;40.77419477111414;79.13949558901362;60.512148387604846;-1.5094920365990911;low;2
1;49.18003469759439;1;38.26261389148723;94.79415581705791;106.3061750985277;-0.09223083671992238;low;2
0;78.26979849538208;0;31.17238927702386;215.00458986133802;59.74387117663653;2.9432333365738863;medium;1
1;46.741502545294885;0;47.67858634320775;133.26554637486464;120.3276557507372;3.1313007152693575;high;0
0;23.35032715952181;1;45.97531187093625;108.07221318629257;49.27378285925167;1.0597828103434792;medium;1
0;32.87212143820034;1;43.13212728234853;156.5829458274858;93.24697544609303;1.8131642273791693;medium;1
1;50.433579744291706;1;35.15882776274838;183.6662182141332;45.892688989257834;-0.5879008513660249;low;2
1;29.20756791025665;0;48.02909384235477;81.34371020350918;44.67779059138623;1.0361165078697876;medium;1
0;31.320907300885565;1;30.82331096750329;124.1240112428174;60.568903913577955;-1.8847537721858432;low;2
0;51.551925739353265;1;44.550169532229106;180.07932730398974;81.60195303668422;3.3225596619810362;high;0
0;18.71710639767768;1;45.10393251177133;137.8864375395258;25.172978344063807;2.3099259887534287;medium;1
0;32.64882722708138;0;31.619285156844462;140.92203352032018;72.10240576830164;-0.02833811402958855;low;2
0;50.77716477618948;1;41.30717861469293;152.68162072367693;46.98345304006329;1.516482187439044;medium;1
0;49.80185088423823;1;40.632376404273714;121.22600010230887;51.133228783622506;0.2687608461815814;low;2
1;40.63533793695196;1;42.577553815288844;143.80701177700826;81.55416190499093;0.14813552392744825;low;2
0;31.86243720563733;1;41.23521163806786;142.30178902952852;86.73585465741132;1.3444565301130718;medium;1
1;52.29308686281206;1;40.826705611999415;173.9669228018953;42.46412037323966;0.4341491898017496;low;2
1;38.427939109245436;1;43.300964400361686;119.97287102471394;68.36222139058522;-0.3407399948095004;low;2
0;54.32445133320905;1;37.76836597305102;210.528463160861;58.30805564599241;2.1292194891466045;medium;1
0;22.853157009316913;1;32.48157388796302;145.24835482953728;45.78148495977611;-0.7455045490583874;low;2
0;22.30314823691506;1;43.055969918103656;214.78222528234733;84.91341366711265;3.415587964236653;high;0
0;23.143195510978302;1;37.36523711862635;138.0760275581394;46.78259818793388;0.0894524371112529;low;2
0;29.785037519145924;1;39.76231308668205;152.07600978461275;66.19124679493169;0.9198854491363837;low;2
1;32.74238228942444;1;41.23736610028192;175.49991177259972;35.76459300671125;0.40038300695296214;low;2
0;41.08542237864002;1;38.94336048471532;120.80683184517555;64.84245347731225;-0.2626493606868727;low;2
0;63.252115178430344;0;38.764021057077834;108.4973904691928;56.94872493947646;1.7637465994054606;medium;1
1;48.913754109926685;1;45.25643968484641;97.13794535600694;72.60025823659588;0.2555380576922611;low;2
0;38.34044257683545;0;41.122640612803735;163.3933190945129;33.79723428713322;2.316425315515222;medium;1
0;25.654496788400106;1;40.974932544419566;204.63763787481486;51.150868757758204;1.8207963599458576;medium;1
0;38.79591094626254;1;35.34403857821549;112.09132859192798;43.69271937383628;-1.2251354840625113;low;2
0;52.62300351657721;1;46.99478153691393;103.85594943673337;37.50187142670813;2.1628565347222577;medium;1
0;61.83266478544046;0;48.175770687325205;113.00177277593896;100.41238852868308;4.084132939069514;high;0
0;36.660553212835346;1;35.842567567195815;125.46667905951395;59.460586095955115;-0.6853150416041929;low;2
0;32.44240003832875;1;42.69235653723311;112.0255975681443;109.95224668636527;1.3797131855883042;medium;1
0;37.051682326891815;1;33.465201506681474;112.25337196998169;37.959356301672386;-1.6405783908674185;low;2
1;40.73632921527969;1;31.752094837662195;116.83654500077053;65.19732536563681;-2.827668272275774;low;2
0;28.285544037948494;1;44.53717742222741;148.26429998304147;90.79916261253005;2.6437382456634153;medium;1
0;28.63037012397108;1;46.91491818955675;154.0660990377581;63.517882676916855;2.1156784101876416;medium;1
