training;age;emergency_braking;braking_distance;power;miles;risk;group_name;group
0;45.70085979819694;1;33.730668927671324;118.30678713487431;92.42904971222595;-0.8135165902669184;low;2
0;53.091267988838716;1;35.57574608605869;168.15148680688924;53.59570746533191;0.22685149258985238;low;2
1;41.989477383998256;1;37.515860088741185;104.68389389559377;40.40202002479835;-1.4060922879578812;low;2
0;41.792727544566695;1;44.0431837795444;143.53154327131392;46.4620292583876;0.6674052235831919;low;2
1;28.679301647504815;1;34.32917188941768;85.43949535457658;39.791829194918975;-1.6930634697013136;low;2
0;42.32332484706382;0;36.45938799897398;168.39008166376846;63.13428473798329;1.1598957304473119;medium;1
0;35.7054943162087;1;49.442673925855544;97.44961886435064;59.56822312665863;1.0481557084796744;medium;1
0;28.646962501596064;1;46.26042852439267;206.40880537687286;81.27494657474585;3.2152820366694024;high;0
0;35.113417865809176;1;41.258605949797094;136.82603795176925;110.4533840244271;1.7058870409161133;medium;1
0;31.68038598859419;1;29.54765750086037;89.83383599947655;66.55116749077514;-2.4845110096211767;low;2
1;27.863496076966683;1;42.16767466853056;94.45217902589216;74.45273033797578;-0.03136552121419167;low;2
1;43.3176925450168;1;32.18994137252316;141.50573958639956;62.867014859959454;-1.6628873890118494;low;2
0;51.529394852381984;1;40.89283739604667;140.54894439060956;80.45897730201833;1.1284089617012831;medium;1
0;49.54256802456103;1;43.34099449348897;167.4944844673725;48.10014651145906;1.4133996976589027;medium;1
0;46.200972728818236;1;37.77270332158015;161.33493379643568;79.7128136870806;0.7567718631923732;low;2
0;28.861981073369382;1;38.54830422730692;120.95191925967586;53.24187804257124;-0.6885030271131266;low;2
0;37.82017270699266;1;39.07911336066786;93.14468506445975;52.83161807999916;-0.8535579246416205;low;2
0;48.17298046953813;1;37.39556425586003;125.56544514406305;87.43907038397559;0.05779839655573568;low;2
0;27.461194018654176;1;46.806178740228866;143.3914579142393;35.47534794050492;1.594085490975163;medium;1
0;24.43643574891601;1;40.87125779044029;126.78181933859076;137.77402352478367;2.326257334817525;medium;1
0;32.76711898667884;1;41.221763248848;128.11028452782824;123.28572170530207;1.7248518288660133;medium;1
0;22.452272737855235;1;44.880249813272094;171.49499884990195;81.80538074394943;2.463335359129561;medium;1
0;42.8323595603335;1;44.28190259942167;135.39626112946522;64.32076376509474;0.7985463518660175;low;2
0;62.30552769734725;1;41.23674096002313;176.780681308779;39.93913922366147;1.6797036247793136;medium;1
0;96.93112015317568;1;36.31017822891115;139.59907618081783;73.36963356775321;0.8383005273647086;low;2
0;24.143131812368082;1;42.49001718091096;148.9209402379074;109.54813418971493;2.1091356579952416;medium;1
0;38.21078375041584;1;41.5911041517522;88.66119227973431;65.33988633474608;0.034133453547995185;low;2
0;23.53126703546775;1;50.05894251225558;141.49213159420958;50.05817747464678;2.056343063262678;medium;1
0;30.12227126175122;1;35.34444238681892;89.72754215110025;51.09476785391227;-1.5478482178729394;low;2
0;22.19671619834677;1;40.23731626589385;172.93290595626337;25.660330157040114;1.43365252951207;medium;1
0;24.39622449493902;1;43.35036727885079;137.00297881052262;123.66144342643656;2.574784816943665;medium;1
0;43.59262653016098;1;35.736925115818316;173.60815286370394;22.689873373725987;0.30539539487749995;low;2
0;32.101202786661986;1;41.49030638724096;132.33506900568366;49.93758974823295;0.045012484974631735;low;2
0;37.63073815803273;1;46.30773283658668;181.4275226779181;71.35987061029599;2.4057184054382548;medium;1
0;38.501527606413134;1;35.806283750352016;85.01817603668631;44.53140343489121;-1.301379141007947;low;2
0;59.68068370498077;1;36.64246689824358;106.4913797393028;45.44162432571197;-1.0159956405972517;low;2
1;48.540704242284804;1;37.97643007131955;66.15340604139419;80.87157204466482;-0.2951595315146119;low;2
0;48.91877692550319;0;49.300640854244335;104.64128933321393;32.67441282034767;2.784165464493052;medium;1
0;51.06145764327081;1;36.87349370167774;95.80333076004815;40.90135851056665;-0.8927499337924674;low;2
0;54.359778230805745;1;41.96291639210867;106.53991707428618;60.9262727564916;0.013970691755480477;low;2
0;28.714795805340906;1;32.85242299186444;192.00820195357414;44.14768327798322;-0.37249132685890785;low;2
0;36.98407158128509;1;40.41692453395871;145.7893273123841;101.84539995145713;1.234789968455014;medium;1
0;31.836113219721756;1;39.70957739824025;94.92428812916674;78.19791746225069;-0.31509542546695574;low;2
0;36.92072222059257;1;41.72101909556528;103.7446736780346;41.581824931043954;-0.2892735054929582;low;2
0;31.67289027098542;1;42.78009193663628;153.75248988397036;28.53850880228309;1.1569356776524966;medium;1
0;54.16260912625866;1;48.42941846557148;106.46908420940656;83.37055283930147;1.8370153535588718;medium;1
0;20.074061654763575;1;41.2261727139135;52.5420598100361;109.02825160279767;1.903271220911408;medium;1
