training;age;emergency_braking;braking_distance;power;miles;risk;group_name;group
0;33.14158156393072;1;39.60461352636947;102.46765099446777;121.64333365331966;0.8478890100312454;low;2
1;33.742110142353106;1;42.659401796721575;175.48525541713383;65.13632580191522;0.6715253462384173;low;2
0;30.00821758471191;1;41.483376409630246;90.43831278537955;59.42496355310715;-0.07157951968687915;low;2
1;75.11409236185347;0;36.043787599405064;140.36339144313794;103.52262798592375;2.29719403762768;medium;1
0;42.22469102225715;1;46.4420284974072;114.00732923007688;62.956796557311094;0.7811074997513796;low;2
0;29.22182906476159;1;46.16878522117527;67.75455114562189;102.41190537990336;2.576374913531378;medium;1
1;34.680798062873166;0;37.89441266377944;105.08849386658672;75.34052436359651;-0.5435469846735043;low;2
0;34.00715932739046;1;40.07329546612176;124.6412782321834;48.99934894789293;-0.6354668566304209;low;2
0;27.914449222050713;1;38.97189435211447;188.15806049224307;103.55773474682886;2.1939061969088334;medium;1
0;30.810825086672885;0;42.627682425612825;97.13352884928116;51.667245618542296;0.9127630314571106;low;2
0;26.740655483450546;0;39.34450683162724;168.0383937442083;87.40348686097538;2.3190790299517334;medium;1
0;24.801862269044804;0;42.259882017382566;93.94482111002796;43.8564870946295;1.3827464004227583;medium;1
0;51.4354390796452;1;45.845328731119864;112.70109946453631;108.76520782973562;2.419078588780785;medium;1
0;41.070392105058474;1;38.28583238528357;163.27562523896304;61.573022948906484;0.3475842238552155;low;2
0;46.95004385924483;1;43.59996661849625;171.72716032317922;85.60698633024454;2.2665497499681324;medium;1
0;21.5217798981273;0;37.92534094682477;207.9853210886222;34.42810154744675;2.9988206274575955;medium;1
0;28.424561299403987;1;34.93523692954136;168.79285545064764;72.00386287296897;0.09225683481130506;low;2
0;21.760758620735434;1;41.014025994745886;166.50489913036267;29.842316123940336;1.6353408586199434;medium;1
0;32.7746587980189;1;43.6379590126567;123.50063833286228;94.27796102533232;1.4054968103574748;medium;1
1;55.88074266669338;1;34.584383589607214;164.08732998422596;54.93059788623785;-0.854411377281563;low;2
0;55.9374221813651;1;36.14891217008674;175.15756382473825;31.07447263979783;0.8889646195400239;low;2
0;30.451816982238473;1;44.43609832806611;133.95061332976985;57.81515477266794;0.7635324673712102;low;2
0;24.583175144073397;1;46.43588053121229;217.28465696860627;44.53222592236767;3.1308409676400277;high;0
1;22.601230800839048;1;41.375126002454074;120.7654323991532;90.22628057706719;0.3841479430259851;low;2
0;48.866893413219415;1;31.869970571025636;122.45616780813066;97.44941126973637;-0.4640212752510956;low;2
0;56.01014004337514;1;34.88509632542239;134.31940677777354;42.60537920417059;-0.053374881724948406;low;2
0;24.08533154632846;1;49.47734334348421;184.30233752435174;76.71814730415566;3.446967078416474;high;0
1;28.491055486887156;1;41.51627360042454;108.85272045637419;56.776462974828476;-1.0837592354109746;low;2
0;26.137014364308218;1;38.559269858460596;77.34186487356257;52.782440379128495;-0.3986556863828543;low;2
0;36.90313266642982;0;46.36334110888427;121.99050313480154;63.28232878334237;2.2702797515251003;medium;1
0;21.52709279556551;1;41.963169017446674;89.33691979948921;61.711665402251086;0.7418452561464942;low;2
0;30.105455353473058;1;43.42913886365055;126.34418403420287;69.04119999433861;0.8563026920611004;low;2
0;22.202190489315203;1;44.128021786236694;112.9999632696441;51.88464279680261;0.2325601288830657;low;2
0;36.10747184807945;1;40.80832926469366;105.30472938296516;52.1952912014459;-0.6885201034363155;low;2
0;30.521832180571074;1;36.375374083922544;125.50416098355258;54.604063309809206;-0.7698056405999538;low;2
0;50.41667221424507;1;39.876313522316636;180.9856400627466;43.30907226205889;1.3099195864488595;medium;1
0;30.509439559590145;1;45.053208704353096;136.38405888629487;79.49627342278282;1.8547012910645284;medium;1
0;52.19190993105082;1;32.39776227209579;199.61828037578545;70.85176310562375;0.5536638016617205;low;2
0;31.726400602658522;1;44.7161474524451;132.8183223396725;36.597049576387064;1.0391575379890885;medium;1
0;30.23007553933121;1;38.49661530052353;70.31790614844813;54.18746879022097;-0.299668963938487;low;2
0;50.66024333200754;1;41.755922073994235;101.6797608252684;83.98815340770962;0.744838308474337;low;2
1;28.319859860814994;1;41.453434234795445;120.69921920977013;55.30058168278802;-1.0406680764273222;low;2
1;33.521926199573635;1;51.14544303487412;99.72657702007925;56.11286479810535;0.9088815470352082;low;2
0;22.177782940765322;1;50.58717693208786;209.32674411544127;42.39857285207755;3.7939106181622266;high;0
0;36.83586134141087;1;33.85943688689244;262.4664665959304;114.1270060082409;2.652640030821479;medium;1
1;46.817353704538505;1;45.639853924902525;181.3325529270198;46.58817830513799;1.374008429222658;medium;1
0;25.447771174520945;1;35.67023431082386;102.35247318003717;72.29505272584936;-0.9081166964263878;low;2
0;38.90588087738632;1;37.408540302018835;138.32838294007223;38.357984396567744;-0.408100936707167;low;2
0;33.72037716464454;1;32.97045156825957;116.9323797978959;27.277808094039358;-1.2093866473574946;low;2
0;32.816212154081704;1;43.24362065967699;126.5908711328478;63.91782163798777;0.6602864898017483;low;2
0;25.17923637453002;1;43.43477397995741;95.44396997794051;44.86186501502621;0.31081952640578153;low;2
0;23.66651493844023;1;39.876904420460626;111.22791142628972;45.85765896048484;-0.22256374531838702;low;2
0;29.68307037161879;1;50.23606394111803;125.16173573278701;116.89698159522763;3.543146314191953;high;0
0;32.23872424572717;1;41.933363452775986;150.37217392960414;53.85101100740604;0.6208515934197417;low;2
0;45.801844667375335;1;45.046671366142576;119.87667764014026;43.18032303857838;0.783463249348364;low;2
0;27.92472894955711;1;40.57994616150397;107.5464960282693;88.81237097503502;0.4745344960281973;low;2
0;25.131650933827792;1;38.38593456530425;100.87023567741967;66.23490658905494;-0.4667197735982034;low;2
0;21.814669338884848;0;35.146980115378796;235.8146431095193;95.18379891474993;3.2313531080380926;high;0
0;47.680585797318855;1;40.69893762626366;229.8486828859391;48.407531626917475;2.3265296780183977;medium;1
0;53.59029785246597;0;43.89022766993517;118.1172475979329;69.0427313946788;2.074308717615777;medium;1
0;71.13361228458875;1;41.50484626281241;150.54078297389253;33.344040655753766;2.3895431948297574;medium;1
0;29.587730573489893;1;36.847526416030924;107.93577740709216;120.4865649565838;0.7386334649913304;low;2
1;70.62056121264912;1;40.21353234979903;100.71668109879349;47.523659163506146;-0.47981016405544286;low;2
0;40.41126205665923;1;44.87159976431721;115.78484636280517;87.37373074312798;1.5130134815134824;medium;1
0;31.549342322936525;1;35.88545744971026;72.00278496963132;82.1112137921717;-0.37548674117923986;low;2
0;51.09988349923505;1;47.423740357504215;80.31401325273785;53.289985480212266;1.5687560797142113;medium;1
0;38.347803837151254;1;39.83110616384225;132.91477449430596;33.52532776060113;0.24275236832207864;low;2
0;37.43076966194481;1;37.78971549024038;155.50503056777612;65.49323556228468;0.1459080717273857;low;2
1;44.17451957912148;1;38.60174359831775;100.67961686457835;80.02743672389438;-1.1056335607964285;low;2
1;22.044938527306005;1;41.39340969005197;132.66471897157749;78.43475204954053;0.21749643529578877;low;2
0;40.609131547555776;1;40.192872898122594;237.1078851325144;64.01950375785914;2.42974563641899;medium;1
0;39.221433110402806;1;36.881008084788185;193.26288428474982;48.50246527617067;0.44924052892951005;low;2
0;33.28061794183339;1;44.60092760323703;118.01478375019047;38.73317644639134;0.6295265363063924;low;2
0;35.69863712445682;1;42.80518842551122;111.06874171332194;38.773668218650705;0.027443247341724798;low;2
0;34.66382237073426;1;36.54451763584842;159.1684620859882;60.226145331439625;-0.3783729120034507;low;2
